PROPRIETARYNAME	DOSAGEFORMNAME	LABELERNAME	SUBSTANCENAME	PHARM_CLASSES	
Care One arthritis pain relief	"TABLET, EXTENDED RELEASE"	"Actavis Pharma, Inc."	URANYL NITRATE; PHOSPHORIC ACID; PHOSPHORUS; IRON DEXTRAN; SILVER NITRATE	"Norepinephrine Uptake Inhibitors [MoA],Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA]"	310
care one acid reducer and antacid	"TABLET, FILM COATED"	"Actavis Pharma, Inc."	MAGNESIUM CHLORIDE; BRYONIA ALBA ROOT; SODIUM CHLORIDE; LEAD; SEMECARPUS ANACARDIUM JUICE	"Phenothiazine [EPC],Phenothiazines [Chemical/Ingredient]"	217
CareOne Nighttime Severe Cold and Flu	"TABLET, FILM COATED"	"Actavis Pharma, Inc."	CALCIUM SULFATE; CALCIUM SULFIDE; ARNICA MONTANA; MERCURIUS SOLUBILIS; SILICON DIOXIDE	"Phenothiazine [EPC],Phenothiazines [Chemical/Ingredient]"	218
care one aller ease	"TABLET, FILM COATED"	"Actavis Pharma, Inc."	ARNICA MONTANA; LIQUID PETROLEUM; DIEFFENBACHIA SEGUINE; LOBELIA INFLATA; TOBACCO LEAF	"Phenothiazine [EPC],Phenothiazines [Chemical/Ingredient]"	200
CareOne Adult Tussin DM	"TABLET, FILM COATED"	"Actavis Pharma, Inc."	STRYCHNOS NUX-VOMICA SEED; DELPHINIUM STAPHISAGRIA SEED; MATRICARIA RECUTITA; ARSENIC TRIIODIDE; BROMINE	"Phenothiazine [EPC],Phenothiazines [Chemical/Ingredient]"	222
careone cold max	INJECTION	"Actavis Pharma, Inc."	SPONGIA OFFICINALIS WHOLE; CALCIUM CARBONATE; IRON DEXTRAN; GRAPHITE; LYCOPODIUM CLAVATUM WHOLE	"Androgen [EPC],Androgen Receptor Agonists [MoA],Androstanes [Chemical/Ingredient]"	221
Cold Multi-Symptom Nighttime	"TABLET, EXTENDED RELEASE"	"Actavis Pharma, Inc."	"STRYCHNOS IGNATII SEED; POTASSIUM PHOSPHATE, UNSPECIFIED FORM; LYCOPODIUM CLAVATUM WHOLE; SODIUM CHLORIDE; RADIUM BROMIDE"	"Cholinergic Muscarinic Antagonist [EPC],Cholinergic Muscarinic Antagonists [MoA]"	273
Careone ibuprofen junior strength	"TABLET, EXTENDED RELEASE"	"Actavis Pharma, Inc."	CALCIUM FLUORIDE; CARBON DISULFIDE; QUININE SULFATE; MANGANESE; SALICYLIC ACID	"Cholinergic Muscarinic Antagonist [EPC],Cholinergic Muscarinic Antagonists [MoA]"	235
Cold Head Congestion Daytime	CAPSULE	"Actavis Pharma, Inc."	ARSENIC TRIOXIDE; MILK THISTLE; STRYCHNOS NUX-VOMICA SEED; ACTIVATED CHARCOAL; CHELIDONIUM MAJUS	"Metal Chelating Activity [MoA],Metal Chelator [EPC]"	202
CareOne Moisturizing Dandruff with Aloe	TABLET	"Actavis Pharma, Inc."	ARSENIC TRIOXIDE; SCUTELLARIA LATERIFLORA; SEPIA OFFICINALIS JUICE; HYDROFLUORIC ACID; LYCOPODIUM CLAVATUM SPORE	"Influenza A M2 Protein Inhibitor [EPC],M2 Protein Inhibitors [MoA]"	243
CareOne Daily Moisturizer Broad Spectrum SPF15 Sunscreen	CAPSULE	"Actavis Pharma, Inc."	ACONITUM NAPELLUS; SODIUM CHLORIDE; STRYCHNOS NUX-VOMICA SEED; PULSATILLA VULGARIS; LYCOPODIUM CLAVATUM SPORE	"Influenza A M2 Protein Inhibitor [EPC],M2 Protein Inhibitors [MoA]"	258
CareOne loperamide hydrochloride	TABLET	"Actavis Pharma, Inc."	CHASTE TREE; CONIUM MACULATUM FLOWERING TOP; LYCOPODIUM CLAVATUM SPORE; SULFUR; SAW PALMETTO	"Nitroimidazole Antimicrobial [EPC],Nitroimidazoles [Chemical/Ingredient]"	222
Care One Gas Relief	TABLET	"Actavis Pharma, Inc."	ZINC; LYCOSA TARANTULA; PHOSPHORUS; ARTEMISIA CINA FLOWER; TOXICODENDRON RADICANS LEAF	"Phenothiazine [EPC],Phenothiazines [Chemical/Ingredient]"	187
CareOne Cold and Cough	TABLET	"Actavis Pharma, Inc."	BLACK COHOSH; PULSATILLA VULGARIS; COCOA; CALCIUM CARBONATE; SODIUM CHLORIDE	"Phenothiazine [EPC],Phenothiazines [Chemical/Ingredient]"	180
Anti-Aging Vitamin Complex 7-in-1 Broad Spectrum SPF15 Sunscreen	TABLET	"Actavis Pharma, Inc."	BLACK COHOSH; IPECAC; SEPIA OFFICINALIS JUICE; CAULOPHYLLUM THALICTROIDES ROOT; VINCA MINOR	"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"	278
CareOne Calcium Antacid	TABLET	"Actavis Pharma, Inc."	"VIBURNUM OPULUS BARK; PLATINUM; MATRICARIA RECUTITA; MAGNESIUM PHOSPHATE, DIBASIC; HEXAPLEX TRUNCULUS HYPOBRANCHIAL GLAND JUICE"	"Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Interactions [MoA]"	246
American Sales Company	TABLET	"Actavis Pharma, Inc."	CINCHONA OFFICINALIS BARK; STRYCHNOS NUX-VOMICA SEED; MATRICARIA RECUTITA; COFFEA ARABICA FRUIT; ARTEMISIA CINA FLOWER	"Centrally-mediated Muscle Relaxation [PE],Muscle Relaxant [EPC]"	229
careone esomeprazole magnesium	TABLET	"Actavis Pharma, Inc."	IPECAC; SULFUR; ANEMONE PULSATILLA; BLACK COHOSH; LILIUM LANCIFOLIUM WHOLE FLOWERING	"Centrally-mediated Muscle Relaxation [PE],Muscle Relaxant [EPC]"	203
CareOne Fast Acting Nasal	TABLET	"Watson Laboratories, Inc."	ACTIVATED CHARCOAL; LYCOPODIUM CLAVATUM SPORE; ANTIMONY TRISULFIDE; SULFUR; SILICON DIOXIDE	"Antiarrhythmic [EPC],Cytochrome P450 2D6 Inhibitor [EPC],Cytochrome P450 2D6 Inhibitors [MoA]"	240
CareOne Daytime Nighttime Cold Flu Relief	CAPSULE	"Actavis Pharma, Inc."	SODIUM OXYBATE	"Tetracycline-class Drug [EPC],Tetracyclines [Chemical/Ingredient]"	147
CareOne Diarrhea Control	TABLET	"Watson Laboratories, Inc."	PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN	"Antiarrhythmic [EPC],Cytochrome P450 2D6 Inhibitor [EPC],Cytochrome P450 2D6 Inhibitors [MoA]"	234
careone allergy and cough severe sinus congestion	TABLET	"Actavis Pharma, Inc."	PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN	"Centrally-mediated Muscle Relaxation [PE],Muscle Relaxant [EPC]"	180
CareOne Severe Cold	CAPSULE	"Actavis Pharma, Inc."	PULSATILLA VULGARIS; SEPIA OFFICINALIS JUICE; EUPHRASIA STRICTA; ALUMINUM OXIDE; ARSENIC TRIOXIDE; NUTMEG; ZINC	"Tetracycline-class Drug [EPC],Tetracyclines [Chemical/Ingredient]"	222
Pressure and Pain and Cold	TABLET	"Actavis Pharma, Inc."	SULFUR; STRYCHNOS NUX-VOMICA SEED; EUPHRASIA STRICTA; ALUMINUM OXIDE; ARSENIC TRIOXIDE; NUTMEG; ZINC	"Xanthine Oxidase Inhibitor [EPC],Xanthine Oxidase Inhibitors [MoA]"	218
Cold and Hot paim relieving	TABLET	"Actavis Pharma, Inc."	ONION; APIS MELLIFERA; SCHOENOCAULON OFFICINALE SEED; EUPHRASIA STRICTA	"Xanthine Oxidase Inhibitor [EPC],Xanthine Oxidase Inhibitors [MoA]"	190
CareOne Cold and Sinus	TABLET	"Actavis Pharma, Inc."	JACOBAEA MARITIMA; EUPHRASIA STRICTA; CAUSTICUM; TRIBASIC CALCIUM PHOSPHATE; SEPIA OFFICINALIS JUICE; CALCIUM FLUORIDE; SILICON DIOXIDE	"Tetracycline-class Drug [EPC],Tetracyclines [Chemical/Ingredient]"	248
Senna S Orange	TABLET	"Actavis Pharma, Inc."	ALUMINUM OXIDE; APIS MELLIFERA; ARSENIC TRIOXIDE; CALENDULA OFFICINALIS FLOWERING TOP; TRIBASIC CALCIUM PHOSPHATE; EUPHRASIA STRICTA; DELPHINIUM STAPHISAGRIA SEED; SULFUR	"Adrenergic beta-Antagonists [MoA],beta-Adrenergic Blocker [EPC]"	273
CareOne Maximum Strength Redness Relief	TABLET	"Actavis Pharma, Inc."	EUPHRASIA STRICTA; ALUMINUM OXIDE; ARSENIC TRIOXIDE; APIS MELLIFERA; TRIBASIC CALCIUM PHOSPHATE; DELPHINIUM STAPHISAGRIA SEED; SULFUR; CALENDULA OFFICINALIS FLOWERING TOP	"Adrenergic beta-Antagonists [MoA],beta-Adrenergic Blocker [EPC]"	298
CareOne Pain Relief Pain Relief PM	TABLET	"Actavis Pharma, Inc."	PEGAPTANIB SODIUM	"Adrenergic beta-Antagonists [MoA],beta-Adrenergic Blocker [EPC]"	140
CareOne Acid Reducer	TABLET	"Actavis Pharma, Inc."	"MENTHOL, UNSPECIFIED FORM; CAPSAICIN"	"Adrenergic beta-Antagonists [MoA],beta-Adrenergic Blocker [EPC]"	145
CareOne Childrens Cold and Flu	CAPSULE	"Actavis Pharma, Inc."	"HYPROMELLOSE, UNSPECIFIED; NAPHAZOLINE HYDROCHLORIDE"	Antiarrhythmic [EPC]	129
CARE ONE COOL HEAT PAIN RELIEVING	CAPSULE	"Actavis Pharma, Inc."	"GLYCERIN; NAPHAZOLINE HYDROCHLORIDE; ZINC SULFATE, UNSPECIFIED FORM"	Antiarrhythmic [EPC]	147
care one lice killing	TABLET	"Actavis Pharma, Inc."	"CAPSAICIN; LIDOCAINE HYDROCHLORIDE; MENTHOL, UNSPECIFIED FORM; METHYL SALICYLATE"	"Dihydrofolate Reductase Inhibitor Antibacterial [EPC],Dihydrofolate Reductase Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA],Organic Cation Transporter 2 Inhibitors [MoA]"	304
CareOne 7-in-1 Anti-Aging Vitamin	"TABLET, FILM COATED"	"Actavis Pharma, Inc."	"LIDOCAINE HYDROCHLORIDE; MENTHOL, UNSPECIFIED FORM; METHYL SALICYLATE"	"Monoamine Oxidase Inhibitor [EPC],Monoamine Oxidase Inhibitors [MoA]"	209
Careone Extra Strength Cold and Hot	TABLET	"Actavis Pharma, Inc."	TRYPAN BLUE	"Arteriolar Vasodilation [PE],Arteriolar Vasodilator [EPC]"	129
PEANUTS ANTI-CAVITY FLUORIDE TOOTHPASTE	TABLET	"Actavis Pharma, Inc."	OCTINOXATE; OXYBENZONE; TITANIUM DIOXIDE; ZINC OXIDE	"Arteriolar Vasodilation [PE],Arteriolar Vasodilator [EPC]"	174
CareOne Childrens Cold and Allergy	"TABLET, FILM COATED"	"Actavis Pharma, Inc."	CAFFEINE; ASPIRIN; ACETAMINOPHEN	"Centrally-mediated Muscle Relaxation [PE],Muscle Relaxant [EPC]"	168
Medicated Pain Relief	TABLET	"Actavis Pharma, Inc."	OCTOCRYLENE; OCTISALATE; HOMOSALATE; AVOBENZONE	"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"	230
CareOne Triacting Night Time Cold and Cough	TABLET	"Actavis Pharma, Inc."	OCTINOXATE; OXYBENZONE; OCTISALATE; OCTOCRYLENE; TITANIUM DIOXIDE	"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"	270
care one omeprazole	CAPSULE	"Actavis Pharma, Inc."	HOMOSALATE; OCTINOXATE; OCTISALATE; OCTOCRYLENE; TITANIUM DIOXIDE; OXYBENZONE	"Tetracycline-class Drug [EPC],Tetracyclines [Chemical/Ingredient]"	188
care one miconazole 1	CAPSULE	"Actavis Pharma, Inc."	HOMOSALATE; OCTINOXATE; OXYBENZONE; OCTISALATE; OCTOCRYLENE	"Tetracycline-class Drug [EPC],Tetracyclines [Chemical/Ingredient]"	172
Care One Cold Mutli Symptom	CAPSULE	"Actavis Pharma, Inc."	OCTISALATE; OXYBENZONE; OCTINOXATE	"Decreased Sebaceous Gland Activity [PE],Lincosamide Antibacterial [EPC],Lincosamides [Chemical/Ingredient]"	194
CareOne Tussin CF	TABLET	"Actavis Pharma, Inc."	OCTINOXATE; OCTISALATE; OCTOCRYLENE; OXYBENZONE; TITANIUM DIOXIDE; ZINC OXIDE	Tricyclic Antidepressant [EPC]	150
careone omeprazole	TABLET	"Actavis Pharma, Inc."	TEDUGLUTIDE	Tricyclic Antidepressant [EPC]	85
CareOne Day Time Severe Cold Night Time Cold and Flu	TABLET	"Actavis Pharma, Inc."	PARATHYROID HORMONE	Tricyclic Antidepressant [EPC]	127
CareOne Mini Nicotine Polacrilex	TABLET	"Actavis Pharma, Inc."	MACADAMIA SEED OIL GLYCERETH-8 ESTERS	Tricyclic Antidepressant [EPC]	125
Care One Pain Relief and Pain Relief PM	TABLET	"Actavis Pharma, Inc."	METHYLPHENIDATE	"Adrenergic beta-Antagonists [MoA],beta-Adrenergic Blocker [EPC],Increased Diuresis [PE],Thiazide-like Diuretic [EPC]"	196
Care One Medicated Lip Balm	TABLET	"Actavis Pharma, Inc."	PLASMA PROTEIN FRACTION (HUMAN)	"Adrenergic beta-Antagonists [MoA],beta-Adrenergic Blocker [EPC],Increased Diuresis [PE],Thiazide-like Diuretic [EPC]"	200
Care One Medicated Lip Balm in a Pot	TABLET	"Actavis Pharma, Inc."	HYPERICUM PERFORATUM; PSEUDOGNAPHALIUM OBTUSIFOLIUM; TOXICODENDRON PUBESCENS LEAF; COMFREY ROOT; COLCHICUM AUTUMNALE BULB; BERBERIS VULGARIS ROOT BARK; SOLANUM DULCAMARA TOP; GELSEMIUM SEMPERVIRENS ROOT; BRYONIA ALBA ROOT; CITRULLUS COLOCYNTHIS FRUIT PULP; GINGER	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	403
Care One Moisture SPF 15 Lip Balm	TABLET	"Actavis Pharma, Inc."	GRAPHITE; HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK; HORSE CHESTNUT; STRYCHNOS NUX-VOMICA SEED; SILICON DIOXIDE; ALOE VERA LEAF; NITRIC ACID	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	276
Care One Cherry SPF 4 Lip Balm	TABLET	"Actavis Pharma, Inc."	ANTIMONY TRISULFIDE; ANTIMONY POTASSIUM TARTRATE; SILVER NITRATE; CINCHONA OFFICINALIS BARK; POTASSIUM DICHROMATE; LYCOPODIUM CLAVATUM SPORE; STRYCHNOS NUX-VOMICA SEED; PHOSPHORUS	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	313
Care One Original SPF 4 Lip Balm	"TABLET, FILM COATED"	"Actavis Pharma, Inc."	SOLANUM DULCAMARA TOP; ARSENIC TRIOXIDE; KEROSENE; TOXICODENDRON PUBESCENS LEAF; BERBERIS VULGARIS ROOT BARK; DAPHNE MEZEREUM BARK; SULFUR	"Tetracycline-class Drug [EPC],Tetracyclines [Chemical/Ingredient]"	274
CareOne Childrens Cold and Cough	"TABLET, FILM COATED"	"Actavis Pharma, Inc."	ANTIMONY TRISULFIDE; ARSENIC TRIOXIDE; ACTIVATED CHARCOAL; GENTIANA LUTEA ROOT; GOLDENSEAL; STRYCHNOS NUX-VOMICA SEED; CINCHONA OFFICINALIS BARK	"Tetracycline-class Drug [EPC],Tetracyclines [Chemical/Ingredient]"	280
Care One Acetaminophen	"CAPSULE, EXTENDED RELEASE"	"Boehringer Ingelheim Pharmaceuticals, Inc."	"SAFFRON; FERRUM PHOSPHORICUM; HORSE CHESTNUT; POTASSIUM PHOSPHATE, DIBASIC; CLAVICEPS PURPUREA SCLEROTIUM; PULSATILLA VULGARIS; CAULOPHYLLUM THALICTROIDES ROOT; HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK"	"Cyclooxygenase Inhibitors [MoA],Decreased Prostaglandin Production [PE],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC],Platelet Aggregation Inhibitor [EPC],Decreased Platelet Aggregation [PE],Decreased Platelet Aggregation [PE],Platelet Aggregation Inhibitor [EPC]"	612
CareOne NightTime Cough	SOLUTION	"Boehringer Ingelheim Pharmaceuticals, Inc."	"DIGITALIS; POTASSIUM PHOSPHATE, DIBASIC; ARSENIC TRIOXIDE; SELENICEREUS GRANDIFLORUS STEM; KALMIA LATIFOLIA LEAF"	"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC]"	239
careone day severe cold night cold and flu	"CAPSULE, LIQUID FILLED"	"Boehringer Ingelheim Pharmaceuticals, Inc."	FERRUM PHOSPHORICUM; PHOSPHORUS; ATROPA BELLADONNA; RUTA GRAVEOLENS FLOWERING TOP; DELPHINIUM STAPHISAGRIA SEED; EUPHRASIA STRICTA; PULSATILLA VULGARIS	"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC]"	311
careone sinus sever congestion relief	TABLET	Boehringer Ingelheim Pharmaceuticals Inc.	SEPIA OFFICINALIS JUICE; GRAPHITE; SANGUINARIA CANADENSIS ROOT; BLACK COHOSH; SULFUR	"Adrenergic alpha2-Agonists [MoA],Central alpha-2 Adrenergic Agonist [EPC]"	241
The Gargle	TABLET	Boehringer Ingelheim Pharmaceuticals Inc.	IRIS VERSICOLOR ROOT; SANGUINARIA CANADENSIS ROOT; GELSEMIUM SEMPERVIRENS ROOT; STRYCHNOS IGNATII SEED; SPIGELIA MARILANDICA ROOT	"Adrenergic alpha2-Agonists [MoA],Central alpha-2 Adrenergic Agonist [EPC]"	259
Dental Pro	TABLET	Boehringer Ingelheim Pharmaceuticals Inc.	HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK; ACHILLEA MILLEFOLIUM; CINNAMON; CONYZA CANADENSIS	"Adrenergic alpha2-Agonists [MoA],Central alpha-2 Adrenergic Agonist [EPC]"	221
Ammens Medicated Powder Shower Fresh	"TABLET, COATED"	"Boehringer Ingelheim Pharmaceuticals, Inc."	BRYONIA ALBA ROOT; COLLINSONIA CANADENSIS ROOT; ALOE VERA LEAF; STRYCHNOS NUX-VOMICA SEED; ALUMINUM OXIDE; CROTON TIGLIUM SEED	"Decreased Platelet Aggregation [PE],Platelet Aggregation Inhibitor [EPC]"	290
Sea Breeze Actives Clear-Pore Astringent	"TABLET, COATED"	"Boehringer Ingelheim Pharmaceuticals, Inc."	SULFUR IODIDE; MAHONIA AQUIFOLIUM ROOT BARK; BERBERIS VULGARIS ROOT BARK; ANTIMONY TRISULFIDE; CARBO ANIMALIS; CALCIUM SULFIDE; ARSENIC TRIIODIDE; BROMINE	"Decreased Platelet Aggregation [PE],Platelet Aggregation Inhibitor [EPC]"	322
Sea Breeze Actives Deep-Clean Astringent	"TABLET, COATED"	"Boehringer Ingelheim Pharmaceuticals, Inc."	BRYONIA ALBA ROOT; CALCIUM FLUORIDE; AMANITA MUSCARIA FRUITING BODY; PSEUDOGNAPHALIUM OBTUSIFOLIUM; HYPERICUM PERFORATUM; ARNICA MONTANA; COBALT; TOXICODENDRON PUBESCENS LEAF; RUTA GRAVEOLENS FLOWERING TOP	"Decreased Platelet Aggregation [PE],Platelet Aggregation Inhibitor [EPC]"	373
Sure Conditioning Solid Pure Essence	"SPRAY, METERED"	Boehringer Ingelheim Pharmaceuticals Inc.	"EUPHRASIA STRICTA; POTASSIUM DICHROMATE; ARSENIC TRIOXIDE; SCHOENOCAULON OFFICINALE SEED; SEPIA OFFICINALIS JUICE; OYSTER SHELL CALCIUM CARBONATE, CRUDE; PULSATILLA VULGARIS"	"Anticholinergic [EPC],Cholinergic Antagonists [MoA],Adrenergic beta2-Agonists [MoA],beta2-Adrenergic Agonist [EPC]"	378
Sure Fresh Essence	TABLET	"Boehringer Ingelheim Pharmaceuticals, Inc."	AVENA SATIVA FLOWERING TOP; CAUSTICUM; ACONITUM NAPELLUS ROOT; GELSEMIUM SEMPERVIRENS ROOT; LEAD; ALFALFA; ANAMIRTA COCCULUS SEED; TOXICODENDRON PUBESCENS LEAF	"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"	361
Sure Conditioning Solid Vitamin Infusion	TABLET	"Boehringer Ingelheim Pharmaceuticals, Inc."	WOOD CREOSOTE; SEPIA OFFICINALIS JUICE; CAUSTICUM; ZINC; EQUISETUM HYEMALE; SULFUR	"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"	306
Sure Condition and Care	PATCH	Boehringer Ingelheim Pharmaceuticals Inc.	LYTTA VESICATORIA; LYCOPODIUM CLAVATUM SPORE; BERBERIS VULGARIS ROOT BARK; PULSATILLA VULGARIS; SARSAPARILLA; BENZOIC ACID; CHONDRODENDRON TOMENTOSUM ROOT; TURPENTINE OIL	"Adrenergic alpha2-Agonists [MoA],Central alpha-2 Adrenergic Agonist [EPC]"	312
Sure Invisible Solid Unscented	PATCH	Boehringer Ingelheim Pharmaceuticals Inc.	SOLANUM DULCAMARA TOP; NITRIC ACID; ANTIMONY TRISULFIDE; THUJA OCCIDENTALIS LEAFY TWIG; CAUSTICUM; JUNIPERUS SABINA LEAF	"Adrenergic alpha2-Agonists [MoA],Central alpha-2 Adrenergic Agonist [EPC]"	269
Sure Invisible Solid Regular	PATCH	Boehringer Ingelheim Pharmaceuticals Inc.	"TRIBASIC CALCIUM PHOSPHATE; CALCIUM IODIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM CHLORIDE; FERRUM PHOSPHORICUM; POTASSIUM PHOSPHATE, DIBASIC, TRIHYDRATE; MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE"	"Adrenergic alpha2-Agonists [MoA],Central alpha-2 Adrenergic Agonist [EPC]"	351
Sure Invisible Solid Fresh Scent	SUSPENSION	"Boehringer Ingelheim Pharmaceuticals, Inc."	VERATRUM ALBUM ROOT; COLCHICUM AUTUMNALE BULB; IPECAC; LOBELIA INFLATA; AETHUSA CYNAPIUM; ANAMIRTA COCCULUS SEED	"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"	332
Sure Invisible Solid Powder Scent	TABLET	"Boehringer Ingelheim Pharmaceuticals, Inc."	MATRICARIA RECUTITA; CITRULLUS COLOCYNTHIS FRUIT PULP; ALOE VERA LEAF; STRYCHNOS NUX-VOMICA SEED; PHOSPHORIC ACID; BRYONIA ALBA ROOT; IPECAC; VERATRUM ALBUM ROOT	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	319
Sure Original Solid Unscented	TABLET	"Boehringer Ingelheim Pharmaceuticals, Inc."	ECHINACEA ANGUSTIFOLIA; CENTELLA ASIATICA; ARSENIC TRIOXIDE; SULFUR; THUJA OCCIDENTALIS LEAFY TWIG; BERBERIS VULGARIS ROOT BARK; SARSAPARILLA ROOT; URTICA URENS	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	314
Sure Original Solid Regular	TABLET	"Boehringer Ingelheim Pharmaceuticals, Inc."	STRYCHNOS IGNATII SEED; PASSIFLORA INCARNATA FLOWERING TOP; ARABICA COFFEE BEAN; HYOSCYAMUS NIGER; VALERIAN	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	259
Sure Original Solid Fresh Scent	TABLET	"Boehringer Ingelheim Pharmaceuticals, Inc."	OCTINOXATE; OCTISALATE; OCTOCRYLENE; AVOBENZONE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"	283
Sure Original Solid Powder	TABLET	"Boehringer Ingelheim Pharmaceuticals, Inc."	CALCIUM CARBONATE; POTASSIUM BICARBONATE; SODIUM BICARBONATE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"	291
Sure Antiperspirant Deodorant Unscented	TABLET	"Boehringer Ingelheim Pharmaceuticals, Inc."	PHENYLEPHRINE HYDROCHLORIDE; ZINC OXIDE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"	283
Sure Antiperspirant Deodorant Regular	TABLET	Boehringer Ingelheim Pharmaceuticals Inc.	LIDOCAINE HYDROCHLORIDE ANHYDROUS; PHENOL	"Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Non-Nucleoside Analog [Chemical/Ingredient],Non-Nucleoside Reverse Transcriptase Inhibitors [MoA],Cytochrome P450 3A Inducers [MoA],Cytochrome P450 2B6 Inducers [MoA]"	382
Sure Antiperspirant Deodorant Fresh	SUSPENSION	Boehringer Ingelheim Pharmaceuticals Inc.	DOXYLAMINE SUCCINATE; PSEUDOEPHEDRINE HYDROCHLORIDE	"Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Non-Nucleoside Analog [Chemical/Ingredient],Non-Nucleoside Reverse Transcriptase Inhibitors [MoA],Cytochrome P450 3A Inducers [MoA],Cytochrome P450 2B6 Inducers [MoA]"	394
Pert Plus for Men Daily Dandruff	"INJECTION, POWDER, FOR SOLUTION"	"Boehringer Ingelheim Pharmaceuticals, Inc."	OCTISALATE; OCTINOXATE; OXYBENZONE; ZINC OXIDE	"Antihypoglycemic Agent [EPC],Gastrointestinal Motility Inhibitor [EPC],Increased Gluconeogenesis [PE],Increased Glycogenolysis [PE],Decreased GI Smooth Muscle Tone [PE],Decreased GI Motility [PE],Decreased Glycolysis [PE]"	372
Pert Plus Dandruff Plus	CAPSULE	"Boehringer Ingelheim Pharmaceuticals, Inc."	AVOBENZONE; HOMOSALATE; OCTISALATE; OCTOCRYLENE; OCTINOXATE	"Adrenergic alpha-Antagonists [MoA],alpha-Adrenergic Blocker [EPC]"	196
Sure Invisible Solid Fresh and Cool	CAPSULE	Boehringer Ingelheim Pharmaceuticals Inc.	MILTEFOSINE	"Anticholinergic [EPC],Cholinergic Antagonists [MoA]"	145
Sure Original Solid Fresh and Cool	"SPRAY, METERED"	"Boehringer Ingelheim Pharmaceuticals, Inc."	ADENOSINE; GLYCYRRHIZA GLABRA	"Anticholinergic [EPC],Cholinergic Antagonists [MoA]"	170
Pert Plus 2 in 1 Shampoo and Conditioner	"SPRAY, METERED"	"Boehringer Ingelheim Pharmaceuticals, Inc."	HYALURONIC ACID	"Anticholinergic [EPC],Cholinergic Antagonists [MoA]"	162
BRUT Active Sport	"AEROSOL, METERED"	Boehringer Ingelheim Pharmaceuticals Inc.	ALLANTOIN; OATMEAL	"Anticholinergic [EPC],Cholinergic Antagonists [MoA]"	143
Brut Black Ice	"SPRAY, METERED"	"Boehringer Ingelheim Pharmaceuticals, Inc."	SODIUM LAURYL SULFATE	"Anticholinergic [EPC],Cholinergic Antagonists [MoA]"	142
Brut Blue Wave	TABLET	"Boehringer Ingelheim Pharmaceuticals, Inc."	OLOPATADINE	"Dopamine Agonists [MoA],Nonergot Dopamine Agonist [EPC]"	128
